IPO_company_name,Chittorgarh_link,Security_type,IPO_open_date,IPO_close_date,IPO_list_date,IPO_face_value,IPO_issue_price,IPO_lot_size,IPO_issue_size,IPO_Broker_apply,IPO_Broker_neutral,IPO_Broker_avoid,IPO_Member_apply,IPO_Member_neutral,IPO_Member_avoid,IPO_day1_qib,IPO_day1_nii,IPO_day1_rtl,IPO_day2_qib,IPO_day2_nii,IPO_day2_rtl,IPO_day3_qib,IPO_day3_nii,IPO_day3_rtl,IPO_RHP_doc,company_long_name,company_website,bse_link,bse_symbol,nse_link,nse_symbol,screener_link,gmp_company_name,gmp_website_link,day1_date,day1_price,day2_date,day2_price,day3_date,day3_price,day4_date,day4_price,day5_date,day5_price,day6_date,day6_price,day7_date,day7_price,day8_date,day8_price,day9_date,day9_price,day10_date,day10_price,day11_date,day11_price,day12_date,day12_price,day13_date,day13_price,day14_date,day14_price,day15_date,day15_price,day16_date,day16_price,day17_date,day17_price,day18_date,day18_price,day19_date,day19_price,day20_date,day20_price,day21_date,day21_price,day22_date,day22_price,day23_date,day23_price,day24_date,day24_price,day25_date,day25_price,day26_date,day26_price,day27_date,day27_price,day28_date,day28_price,day29_date,day29_price,day30_date,day30_price,day31_date,day31_price,day32_date,day32_price,day33_date,day33_price,ao_token,IPO_listing_price
ANI Integrated Services Limited,https://www.chittorgarh.com/ipo/ani-ipo/759/,SME,2017-11-08,2017-11-10,2017-11-20,10,100,1200,256600000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/nov-2017/ani-integrated-services-limited_36515.html,ANI Integrated Services Limited,https://aniintegratedservices.com,,,https://www.nseindia.com/get-quotes/equity?symbol=AISL,AISL,https://www.screener.in/company/AISL/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SecUR Credentials Limited,https://www.chittorgarh.com/ipo/secur-credentials-ipo/758/,SME,2017-11-01,2017-11-03,2017-11-13,10,205,600,300700000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/oct-2017/secur-credentials-limited_36347.html,SecUR Credentials Limited,,https://www.bseindia.com/stock-share-price/secur-credentials-ltd/SECURCRED/543625/,SECURCRED,https://www.nseindia.com/get-quotes/equity?symbol=SECURCRED,SECURCRED,https://www.screener.in/company/SECURCRED/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheetal Cool Products Limited,https://www.chittorgarh.com/ipo/sheetal-cool-products-ipo/751/,SME,2017-10-16,2017-10-18,2017-10-30,10,80,1600,240000000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/oct-2017/sheetal-cool-products-limited_36218.html,Sheetal Cool Products Limited,https://www.scplco.com/,https://www.bseindia.com/stock-share-price/sheetal-cool-products-ltd/SCPL/540757/,SCPL,https://www.nseindia.com/get-quotes/equity?symbol=SCPL,SCPL,https://www.screener.in/company/SCPL/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540757,
Kaarya Facilities & Services Limited,https://www.chittorgarh.com/ipo/kaarya-facilities-ipo/750/,SME,2017-10-12,2017-10-17,2017-10-27,10,40,3000,64000000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/oct-2017/kaarya-facilities-and-services-limited_36175.html,Kaarya Facilities & Services Limited,http://www.kaarya.co.in,https://www.bseindia.com/stock-share-price/kaarya-facilities-services-ltd/KAARYAFSL/540756/,KAARYAFSL,,,https://www.screener.in/company/540756/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540756,
D.P.Abhushan Limited,https://www.chittorgarh.com/ipo/dp-abhushan-ipo/749/,SME,2017-10-09,2017-10-11,2017-10-23,10,28,4000,166100000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/oct-2017/d-p-abhushan-limited_36169.html,D.P. Abhushan Limited,http://www.dpjewellers.com,https://www.bseindia.com/stock-share-price/dp-abhushan-ltd/DPABHUSHAN/544161/,DPABHUSHAN,https://www.nseindia.com/get-quotes/equity?symbol=DPABHUSHAN,DPABHUSHAN,https://www.screener.in/company/DPABHUSHAN/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544161,
Milton Industries Limited,https://www.chittorgarh.com/ipo/milton-industries-ipo/741/,SME,2017-09-29,2017-10-06,2017-10-16,10,34,4000,142800000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/milton-industries-ltd_36101.html,Milton Industries Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=MILTON,MILTON,https://www.screener.in/company/MILTON/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddharth Education Services Limited,https://www.chittorgarh.com/ipo/siddharth-education-ipo/740/,SME,2017-09-29,2017-10-05,2017-10-12,10,35,4000,108800000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/oct-2017/siddharth-education-services-limited_36145.html,Siddharth Education Services Limited,http://www.siddharthacademy.com/,https://www.bseindia.com/stock-share-price/siddharth-education-services-ltd/siddh/540736/,SIDDH,,,https://www.screener.in/company/id/1274174/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shreeji Translogistics Limited,https://www.chittorgarh.com/ipo/shreeji-translogistics-ipo/742/,SME,2017-09-29,2017-10-05,2017-10-13,10,130,1000,124000000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/oct-2017/shreeji-translogistics-limited_36146.html,Shreeji Translogistics Limited,http://www.shreejitranslogistics.com,https://www.bseindia.com/stock-share-price/shreeji-translogistics-ltd/STL/540738/,STL,,,https://www.screener.in/company/540738/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540738,10.4
Omfurn India Limited,https://www.chittorgarh.com/ipo/omfurn-india-ipo/747/,SME,2017-09-29,2017-10-05,2017-10-13,10,23,6000,41700000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/oct-2017/omfurn-india-limited_36148.html,Omfurn India Limited,https://www.omfurnindia.com,,,https://www.nseindia.com/get-quotes/equity?symbol=OMFURN,OMFURN,https://www.screener.in/company/OMFURN/,Omfurn India,https://www.investorgain.com/gmp/omfurn-india-fpo/804/,2024-03-16,0.0,2024-03-17,0.0,2024-03-18,0.0,2024-03-19,0.0,2024-03-20,0.0,2024-03-21,0.0,2024-03-22,0.0,2024-03-23,0.0,2024-03-24,0.0,2024-03-25,0.0,2024-03-26,0.0,2024-03-27,0.0,2024-03-28,0.0,2024-03-29,0.0,2024-03-30,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tirupati Forge Limited,https://www.chittorgarh.com/ipo/tirupati-forge-ipo/737/,SME,2017-09-29,2017-10-04,2017-10-12,10,29,4000,52200000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://archives.nseindia.com/emerge/corporates/content/TFL_PROSP.pdf,Tirupati Forge Limited,https://www.tirupatiforge.com/,,,https://www.nseindia.com/get-quotes/equity?symbol=TIRUPATIFL,TIRUPATIFL,https://www.screener.in/company/TIRUPATIFL/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beta Drugs Limited,https://www.chittorgarh.com/ipo/beta-drugs-ipo/743/,SME,2017-09-29,2017-10-04,2017-10-12,10,85,1600,195200000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/beta-drugs-limited_36096.html,Beta Drugs Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=BETA,BETA,https://www.screener.in/company/BETA/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMM Infraprojects Limited,https://www.chittorgarh.com/ipo/cmm-infraprojects-ipo/744/,SME,2017-09-29,2017-10-04,2017-10-12,10,40,3000,181800000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/oct-2017/cmm-infra-projects-ltd-_36170.html,CMM Infraprojects Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=CMMIPL,CMMIPL,https://www.screener.in/company/CMMIPL/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRIS Business Services Limited,https://www.chittorgarh.com/ipo/iris-business-ipo/745/,SME,2017-09-29,2017-10-04,2017-10-11,10,32,4000,160100000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/oct-2017/iris-business-services-limited_36153.html,IRIS Business Services Limited,http://www.irisbusiness.com,https://www.bseindia.com/stock-share-price/iris-business-services-ltd/IRIS/540735/,IRIS,https://www.nseindia.com/get-quotes/equity?symbol=IRIS,IRIS,https://www.screener.in/company/IRIS/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540735,
Shree Ganesh Remedies Limited,https://www.chittorgarh.com/ipo/shree-ganesh-remedies-ipo/738/,SME,2017-09-28,2017-10-05,2017-10-13,10,36,3000,85500000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,http://www.bseindia.com/downloads/ipo/GIDP_SGRL.zip,Shree Ganesh Remedies Limited,http://www.ganeshremedies.com,https://www.bseindia.com/stock-share-price/shree-ganesh-remedies-ltd/SGRL/540737/,SGRL,,,https://www.screener.in/company/540737/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540737,29.59
Jash Engineering Limited,https://www.chittorgarh.com/ipo/jash-engineering-ipo/736/,SME,2017-09-28,2017-10-03,2017-10-11,10,120,1200,480100000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/oct-2017/jash-engineering-limited_36360.html,Jash Engineering Limited,http://www.jashindia.com/,https://www.bseindia.com/stock-share-price/jash-engineering-ltd/JASH/544402/,JASH,https://www.nseindia.com/get-quotes/equity?symbol=JASH,JASH,https://www.screener.in/company/JASH/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544402,
Reliable Data Services Limited,https://www.chittorgarh.com/ipo/reliable-data-ipo/735/,SME,2017-09-27,2017-10-03,2017-10-11,10,57,2000,148200000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/reliable-data-services-limited_36053.html,Reliable Data Services Limited,,https://www.bseindia.com/stock-share-price/reliable-data-services-ltd/RELIABLE/544207/,RELIABLE,https://www.nseindia.com/get-quotes/equity?symbol=RELIABLE,RELIABLE,https://www.screener.in/company/RELIABLE/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544207,
Goldstar Power Limited,https://www.chittorgarh.com/ipo/goldstar-power-ipo/732/,SME,2017-09-27,2017-09-29,2017-10-10,10,25,6000,72500000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/goldstar-power-limited_36104.html,Goldstar Power Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=GOLDSTAR,GOLDSTAR,https://www.screener.in/company/GOLDSTAR/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehai Technology Limited,https://www.chittorgarh.com/ipo/mehai-technology-ipo/728/,SME,2017-09-25,2017-09-28,2017-10-09,10,40,3000,60000000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/mehai-technology-limited_36034.html,Mehai Technology Limited,http://mehaitech.co.in,https://www.bseindia.com/stock-share-price/mehai-technology-ltd/MEHAI/540730/,MEHAI,,,https://www.screener.in/company/540730/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540730,1.76
RKEC Projects Limited,https://www.chittorgarh.com/ipo/rkec-projects-ipo/733/,SME,2017-09-25,2017-09-28,2017-10-09,10,45,3000,287000000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/rkec-projects-limited_36051.html,RKEC Projects Limited,https://www.rkecprojects.com,,,https://www.nseindia.com/get-quotes/equity?symbol=RKEC,RKEC,https://www.screener.in/company/RKEC/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanta Bioscience Limited,https://www.chittorgarh.com/ipo/vanta-bioscience-ipo/721/,SME,2017-09-25,2017-09-27,2017-10-06,10,50,3000,75600000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/vanta-bioscience-limited_35917.html,Vanta Bioscience Limited,http://www.vantabio.com,https://www.bseindia.com/stock-share-price/vanta-bioscience-ltd/VANTABIO/540729/,VANTABIO,,,https://www.screener.in/company/540729/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540729,
Airo Lam Limited,https://www.chittorgarh.com/ipo/airo-lam-ipo/727/,SME,2017-09-25,2017-09-27,2017-10-06,10,38,3000,152100000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://nsearchives.nseindia.com/emerge/corporates/content/Airolam_RHP.pdf,Airo Lam Limited,https://www.airolam.com/,,,https://www.nseindia.com/get-quotes/equity?symbol=AIROLAM,AIROLAM,https://www.screener.in/company/AIROLAM/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovative Tyres & Tubes Limited,https://www.chittorgarh.com/ipo/innovative-tyres-ipo/725/,SME,2017-09-22,2017-09-26,2017-10-05,10,45,3000,283400000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/innovative-tyres-and-tubes-ltd-_36133.html,Innovative Tyres & Tubes Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=ITTL,ITTL,https://www.screener.in/company/ITTL/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poojawestern Metaliks Limited,https://www.chittorgarh.com/ipo/poojawestern-metaliks-ipo/730/,SME,2017-09-22,2017-09-26,2017-10-05,10,36,3000,54800000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/sebi_data/attachdocs/oct-2017/1509193890129.pdf,Poojawestern Metaliks Limited,http://www.poojametal.com,https://www.bseindia.com/stock-share-price/poojawestern-metaliks-ltd/POOJA/540727/,POOJA,,,https://www.screener.in/company/540727/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540727,19.75
Shree Tirupati Balajee FIBC Limited,https://www.chittorgarh.com/ipo/shree-tirupati-ipo/719/,SME,2017-09-21,2017-09-26,2017-10-05,10,40,3000,108000000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://nsearchives.nseindia.com/emerge/corporates/content/STBFL_PROSP.pdf,Shree Tirupati Balajee FIBC Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=TIRUPATI,TIRUPATI,https://www.screener.in/company/TIRUPATI/,Shree Tirupati Balajee,https://www.investorgain.com/gmp/shree-tirupati-balajee-ipo/975/,2024-09-02,8.0,2024-09-03,16.0,2024-09-04,25.0,2024-09-05,35.0,2024-09-06,40.0,2024-09-07,40.0,2024-09-08,40.0,2024-09-09,39.0,2024-09-10,28.0,2024-09-11,27.0,2024-09-12,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D P Wires Limited,https://www.chittorgarh.com/ipo/d-p-wires-ipo/720/,SME,2017-09-21,2017-09-26,2017-10-05,10,75,1600,268800000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://nsearchives.nseindia.com/emerge/corporates/content/Prospectus_DPWires.pdf,D P Wires Limited,http://www.dpwires.co.in,https://www.bseindia.com/stock-share-price/d-p-wires-ltd/DPWIRES/543962/,DPWIRES,https://www.nseindia.com/get-quotes/equity?symbol=DPWIRES,DPWIRES,https://www.screener.in/company/DPWIRES/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543962,
Trident Texofab Limited,https://www.chittorgarh.com/ipo/trident-texofab-ipo/724/,SME,2017-09-21,2017-09-26,2017-10-05,10,30,4000,35300000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/trident-texofab-limited-_35946.html,Trident Texofab Limited,http://www.tridenttexofab.com,https://www.bseindia.com/stock-share-price/trident-texofab-ltd/TTFL/540726/,TTFL,,,https://www.screener.in/company/540726/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540726,13.33
Share India Securities Limited,https://www.chittorgarh.com/ipo/share-india-securities-ipo/729/,SME,2017-09-21,2017-09-26,2017-10-05,10,41,3000,263700000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/share-india-securities-limited_35985.html,Share India Securities Limited,http://www.shareindia.com,https://www.bseindia.com/stock-share-price/share-india-securities-ltd/SHAREINDIA/540725/,SHAREINDIA,https://www.nseindia.com/get-quotes/equity?symbol=SHAREINDIA,SHAREINDIA,https://www.screener.in/company/SHAREINDIA/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540725,
Aarvi Encon Limited,https://www.chittorgarh.com/ipo/aarvi-encon-ipo/731/,SME,2017-09-21,2017-09-26,2017-10-05,10,54,2000,212400000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/aarvi-encon-limited_36037.html,Aarvi Encon Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=AARVI,AARVI,https://www.screener.in/company/AARVI/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadsys India Limited,https://www.chittorgarh.com/ipo/cadsys-india-ipo/726/,SME,2017-09-21,2017-09-25,2017-10-04,10,70,2000,147000000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/cadsys-india-limited_35987.html,Cadsys (India) Limited,https://www.cadsystech.com,,,https://www.nseindia.com/get-quotes/equity?symbol=CADSYS,CADSYS,https://www.screener.in/company/CADSYS/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKM Lace & Embrotex Limited,https://www.chittorgarh.com/ipo/akm-lace-ipo/723/,SME,2017-09-20,2017-09-22,2017-09-29,10,25,6000,47600000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/akm-lace-and-embrotex-limited_35983.html,Aayush Art and Bullion Limited,,https://www.bseindia.com/stock-share-price/aayush-art-and-bullion-ltd/AAYUSHBULL/540718/,AAYUSHBULL,,,https://www.screener.in/company/540718/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540718,
R M Drip & Sprinklers Systems Limited,https://www.chittorgarh.com/ipo/r-m-drip-ipo/718/,SME,2017-09-19,2017-09-25,2017-10-04,10,57,2000,114600000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://nsearchives.nseindia.com/emerge/corporates/content/RMD_PROSP.pdf,R M Drip & Sprinklers Systems Limited,,https://www.bseindia.com/stock-share-price/r-m-drip-sprinklers-systems-ltd/RMDRIP/544456/,RMDRIP,https://www.nseindia.com/get-quotes/equity?symbol=RMDRIP,RMDRIP,https://www.screener.in/company/RMDRIP/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544456,
Madhya Pradesh Today Media Limited,https://www.chittorgarh.com/ipo/madhya-pradesh-today-ipo/722/,SME,2017-09-19,2017-09-21,2017-09-29,10,66,2000,141800000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/madhya-pradesh-today-media-limited_35957.html,Madhya Pradesh Today Media Limited,https://www.pradeshtoday.com/,,,https://www.nseindia.com/get-quotes/equity?symbol=MPTODAY,MPTODAY,https://www.screener.in/company/MPTODAY/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worth Peripherals Limited,https://www.chittorgarh.com/ipo/worth-peripherals-ipo/716/,SME,2017-09-15,2017-09-19,2017-09-27,10,43,3000,182800000,1,0,0,0,0,0,error,error,753000,error,error,3.25,error,error,error,https://nsearchives.nseindia.com/emerge/corporates/content/WPL_PROSP.pdf,Worth Peripherals Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=WORTH,WORTH,https://www.screener.in/company/WORTH/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538451,
Sagar Diamonds Limited,https://www.chittorgarh.com/ipo/sagar-diamonds-ipo/715/,SME,2017-09-14,2017-09-18,2017-09-26,10,45,3000,152100000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/sagar-diamonds-limited_35931.html,Sagar Diamonds Limited,,https://www.bseindia.com/stock-share-price/sagar-diamonds-ltd/SAGAR/540715/,SAGAR,,,https://www.screener.in/company/540715/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Krishna Metcom Limited,https://www.chittorgarh.com/ipo/sri-krishna-metcom-ipo/717/,SME,2017-09-14,2017-09-18,2017-09-26,10,55,2000,192500000,0,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://nsearchives.nseindia.com/emerge/corporates/content/SKML_PROSP.pdf,Baba Agro Food Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=BABAFOOD,BABAFOOD,https://www.screener.in/company/BABAFOOD/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manav infra projects Limited,https://www.chittorgarh.com/ipo/manav-infra-projects-ipo/704/,SME,2017-09-04,2017-09-08,2017-09-18,10,30,4000,55100000,2,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://nsearchives.nseindia.com/emerge/corporates/content/MIPL_PROSP.pdf,Manav Infra Projects Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=MANAV,MANAV,https://www.screener.in/company/MANAV/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nouritrans Exim Limited,https://www.chittorgarh.com/ipo/nouritrans-exim-ipo/712/,SME,2017-09-04,2017-09-07,2017-09-15,10,30,4000,61200000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/aug-2017/nouritrans-exim-limited_35769.html,Nouritrans Exim Limited,http://www.neplexport.com/,https://www.bseindia.com/stock-share-price/nouritrans-exim-ltd/nel/540698/,NEL,,,https://www.screener.in/company/id/1274138/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A & M Febcon Limited,https://www.chittorgarh.com/ipo/a-m-febcon/706/,SME,2017-09-01,2017-09-06,2017-09-14,10,18,8000,66800000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/aug-2017/a-and-m-febcon-limited_35770.html,A & M Febcon Limited,,https://www.bseindia.com/stock-share-price/a--m-febcon-limited/amfl/540697/,AMFL,,,https://www.screener.in/company/id/1274135/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhruv Wellness Limited,https://www.chittorgarh.com/ipo/dhruv-wellness-ipo/708/,SME,2017-08-31,2017-09-04,2017-09-12,10,20,6000,55700000,0,0,1,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/sep-2017/dhruv-wellness-limited_35819.html,Dhruv Wellness Limited,http://www.dhruvwellness.com,https://www.bseindia.com/stock-share-price/dhruv-wellness-ltd/DWL/540695/,DWL,,,https://www.screener.in/company/540695/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANG Lifesciences India Limited,https://www.chittorgarh.com/ipo/ang-lifesciences-ipo/702/,SME,2017-08-29,2017-08-31,2017-09-08,10,80,1600,120100000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://www.sebi.gov.in/filings/public-issues/aug-2017/ang-lifesciences-india-limited_35738.html,ANG Lifesciences India Limited,http://www.anglifesciences.com,https://www.bseindia.com/stock-share-price/ang-lifesciences-india-ltd/ANG/540694/,ANG,,,https://www.screener.in/company/540694/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540694,38.4
Pashupati Cotspin Limited,https://www.chittorgarh.com/ipo/pashupati-cotspin-ipo/701/,SME,2017-08-28,2017-08-31,2017-09-08,10,75,1600,208800000,1,0,0,0,0,0,error,error,error,error,error,error,error,error,error,https://nsearchives.nseindia.com/emerge/corporates/content/PCL_PROSP.pdf,Pashupati Cotspin Limited,,https://www.bseindia.com/stock-share-price/pashupati-cotspin-ltd/PASHUPATI/544448/,PASHUPATI,https://www.nseindia.com/get-quotes/equity?symbol=PASHUPATI,PASHUPATI,https://www.screener.in/company/PASHUPATI/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544448,
