IPO_company_name,Chittorgarh_link,Security_type,IPO_open_date,IPO_close_date,IPO_list_date,IPO_face_value,IPO_issue_price,IPO_lot_size,IPO_issue_size,IPO_Broker_apply,IPO_Broker_neutral,IPO_Broker_avoid,IPO_Member_apply,IPO_Member_neutral,IPO_Member_avoid,IPO_day1_qib,IPO_day1_nii,IPO_day1_rtl,IPO_day2_qib,IPO_day2_nii,IPO_day2_rtl,IPO_day3_qib,IPO_day3_nii,IPO_day3_rtl,IPO_RHP_doc,company_long_name,company_website,bse_link,bse_symbol,nse_link,nse_symbol,screener_link,gmp_company_name,gmp_website_link,day1_date,day1_price,day2_date,day2_price,day3_date,day3_price,day4_date,day4_price,day5_date,day5_price,day6_date,day6_price,day7_date,day7_price,day8_date,day8_price,day9_date,day9_price,day10_date,day10_price,day11_date,day11_price,day12_date,day12_price,day13_date,day13_price,day14_date,day14_price,day15_date,day15_price,day16_date,day16_price,day17_date,day17_price,day18_date,day18_price,day19_date,day19_price,day20_date,day20_price,day21_date,day21_price,day22_date,day22_price,day23_date,day23_price,day24_date,day24_price,day25_date,day25_price,day26_date,day26_price,day27_date,day27_price,day28_date,day28_price,day29_date,day29_price,day30_date,day30_price,day31_date,day31_price,day32_date,day32_price,day33_date,day33_price,ao_token,IPO_listing_price
MEP Infrastructure Developers Limited,https://www.chittorgarh.com/ipo/mep_infrastructure_ipo/467/,EQ,2015-04-21,2015-04-23,2015-05-06,10,63,225,3240000000,1,0,0,0,0,0,0.18,0.1,0.26,0.36,0.19,0.35,1.02,1.51,0.97,https://www.sebi.gov.in/filings/public-issues/may-2015/mep-infrastructure-developers-limited-prospectus_29735.html,MEP Infrastructure Developers Limited,http://www.mepinfra.com,https://www.bseindia.com/stock-share-price/mep-infrastructure-developers-ltd/MEP/539126/,MEP,https://www.nseindia.com/get-quotes/equity?symbol=MEP,MEP,https://www.screener.in/company/MEP/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539126,
VRL Logistics Limited,https://www.chittorgarh.com/ipo/vrl_logistics_ipo/466/,EQ,2015-04-15,2015-04-17,2015-04-30,10,205,65,4678800000,9,0,0,0,0,0,0.36,1.05,0.59,1.27,1.82,2.38,58.22,250.86,7.92,https://www.sebi.gov.in/filings/public-issues/apr-2015/vrl-logistics-limited_29660.html,VRL Logistics Limited,http://www.vrlgroup.in ; www.vrllogistics.com,https://www.bseindia.com/stock-share-price/vrl-logistics-ltd/VRLLOG/539118/,VRLLOG,https://www.nseindia.com/get-quotes/equity?symbol=VRLLOG,VRLLOG,https://www.screener.in/company/VRLLOG/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539118,
Inox Wind Limited,https://www.chittorgarh.com/ipo/inox_wind_ipo/438/,EQ,2015-03-18,2015-03-20,2015-04-09,10,325,45,205300000,3,0,0,0,0,0,0,0.04,0.16,0.55,0.3,0.77,35.68,35.38,2.15,https://www.sebi.gov.in/filings/public-issues/apr-2015/inox-wind-limited_29540.html,Inox Wind Limited,http://www.inoxwind.com,https://www.bseindia.com/stock-share-price/inox-wind-ltd/INOXWIND/539083/,INOXWIND,https://www.nseindia.com/get-quotes/equity?symbol=INOXWIND,INOXWIND,https://www.screener.in/company/INOXWIND/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539083,
Adlabs Entertainment Limited,https://www.chittorgarh.com/ipo/adlabs_entertainment_ipo/456/,EQ,2015-03-10,2015-03-12,2015-04-06,10,180,65,3745900000,8,0,2,0,0,0,0,0.09,0.35,0.4,0.11,1.1,0.4,0.11,1.1,https://www.sebi.gov.in/filings/public-issues/mar-2015/adlabs-entertainment-limited_29483.html,Imagicaaworld Entertainment Limited,,https://www.bseindia.com/stock-share-price/imagicaaworld-entertainment-ltd/IMAGICAA/539056/,IMAGICAA,https://www.nseindia.com/get-quotes/equity?symbol=IMAGICAA,IMAGICAA,https://www.screener.in/company/IMAGICAA/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539056,
Ortel Communications Limited,https://www.chittorgarh.com/ipo/ortel_communications_ipo/455/,EQ,2015-03-03,2015-03-05,2015-03-19,10,181,75,1736500000,2,0,3,0,0,0,0.21,0,0.03,0.42,0,0.09,1,0.09,0.39,https://www.sebi.gov.in/filings/public-issues/mar-2015/ortel-communications-limited_29310.html,Ortel Communications Limited,http://www.ortelcom.com,https://www.bseindia.com/stock-share-price/ortel-communications-ltd/ORTEL/539015/,ORTEL,https://www.nseindia.com/get-quotes/equity?symbol=ORTEL,ORTEL,https://www.screener.in/company/ORTEL/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539015,
Laurus Labs Limited,https://www.chittorgarh.com/ipo/laurus-labs-ipo/606/,EQ,2016-12-06,2016-12-08,2016-12-19,10,428,35,3305100000,3,0,1,0,0,0,0.71,0.16,0.1,1.02,0.54,0.39,10.54,3.57,1.58,https://www.sebi.gov.in/filings/public-issues/dec-2016/laurus-labs-limited_33821.html,Laurus Labs Limited,http://www.lauruslabs.com,https://www.bseindia.com/stock-share-price/laurus-labs-ltd/LAURUSLABS/540222/,LAURUSLABS,https://www.nseindia.com/get-quotes/equity?symbol=LAURUSLABS,LAURUSLABS,https://www.screener.in/company/LAURUSLABS/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540222,
Sheela Foam Limited,https://www.chittorgarh.com/ipo/sheela-foam-ipo/602/,EQ,2016-11-29,2016-12-01,2016-12-09,5,730,20,5100000000,3,1,0,0,0,0,0,0,0.03,0.09,0.01,0.07,14.51,3.35,0.44,https://www.sebi.gov.in/filings/public-issues/nov-2016/sheela-foam-limited_33713.html,Sheela Foam Limited,http://www.sheelafoam.com,https://www.bseindia.com/stock-share-price/sheela-foam-ltd/SFL/540203/,SFL,https://www.nseindia.com/get-quotes/equity?symbol=SFL,SFL,https://www.screener.in/company/SFL/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540203,
Varun Beverages Limited,https://www.chittorgarh.com/ipo/varun-beverages-ipo/598/,EQ,2016-10-26,2016-10-28,2016-11-08,10,445,33,1125000000,1,0,0,0,0,0,0.88,0.18,0.11,2.95,0.21,0.31,4.94,0.42,0.82,https://www.sebi.gov.in/filings/public-issues/nov-2016/varun-beverages-limited_33622.html,Varun Beverages Limited,https://varunbeverages.com,https://www.bseindia.com/stock-share-price/varun-beverages-ltd/VBL/540180/,VBL,https://www.nseindia.com/get-quotes/equity?symbol=VBL,VBL,https://www.screener.in/company/VBL/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540180,
PNB Housing Finance Limited,https://www.chittorgarh.com/ipo/pnb-housing-finance-ipo/599/,EQ,2016-10-25,2016-10-27,2016-11-07,10,775,19,0,5,0,0,0,0,0,0.35,0.08,0.17,0.92,0.14,0.57,37.33,86.17,1.32,https://www.sebi.gov.in/filings/public-issues/nov-2016/pnb-housing-finance-limited_33620.html,PNB Housing Finance Limited,http://www.pnbhousing.com,https://www.bseindia.com/stock-share-price/pnb-housing-finance-ltd/PNBHOUSING/540173/,PNBHOUSING,https://www.nseindia.com/get-quotes/equity?symbol=PNBHOUSING,PNBHOUSING,https://www.screener.in/company/PNBHOUSING/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540173,
Endurance Technologies Limited,https://www.chittorgarh.com/ipo/endurance-technologies-ipo/593/,EQ,2016-10-05,2016-10-07,2016-10-19,10,472,30,1617300000,4,0,0,0,0,0,0.04,0.03,0.21,1.7,0.13,0.82,53.43,127.07,2.69,https://www.sebi.gov.in/filings/public-issues/oct-2016/endurance-technologies-limited_33481.html,Endurance Technologies Limited,http://www.endurancegroup.com,https://www.bseindia.com/stock-share-price/endurance-technologies-ltd/ENDURANCE/540153/,ENDURANCE,https://www.nseindia.com/get-quotes/equity?symbol=ENDURANCE,ENDURANCE,https://www.screener.in/company/ENDURANCE/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540153,
HPL Electric & Power Limited,https://www.chittorgarh.com/ipo/hpl_electric_ipo/579/,EQ,2016-09-22,2016-09-26,2016-10-04,10,202,70,3610000000,4,0,0,0,0,0,0,0,0.12,0.36,0.01,0.37,5.77,22.2,3.31,https://www.sebi.gov.in/filings/public-issues/sep-2016/hpl-electric-and-power-limited_33224.html,HPL Electric & Power Limited,http://www.hplindia.com,https://www.bseindia.com/stock-share-price/hpl-electric-power-ltd/HPL/540136/,HPL,https://www.nseindia.com/get-quotes/equity?symbol=HPL,HPL,https://www.screener.in/company/HPL/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540136,
ICICI Prudential Life Insurance Company Limited,https://www.chittorgarh.com/ipo/icici_prudential_life_ipo/571/,EQ,2016-09-19,2016-09-21,2016-09-29,10,334,44,567900000,9,0,0,0,0,0,0.06,0.04,0.25,0.59,0.15,0.65,11.83,28.55,1.42,https://www.sebi.gov.in/filings/public-issues/sep-2016/icici-prudential-life-insurance-company-limited_33222.html,ICICI Prudential Life Insurance Company Limited,http://www.iciciprulife.com,https://www.bseindia.com/stock-share-price/icici-prudential-life-insurance-company-ltd/ICICIPRULI/540133/,ICICIPRULI,https://www.nseindia.com/get-quotes/equity?symbol=ICICIPRULI,ICICIPRULI,https://www.screener.in/company/ICICIPRULI/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540133,
GNA Axles Limited,https://www.chittorgarh.com/ipo/gna_axles_ipo/574/,EQ,2016-09-14,2016-09-16,2016-09-26,10,207,70,1304100000,8,0,0,0,0,0,0,1.52,0.67,0.79,2.15,2.85,17.18,217.47,11.84,https://www.sebi.gov.in/filings/public-issues/sep-2016/g-n-a-axles-limited_33127.html,GNA Axles Limited,https://gnaaxles.in/,https://www.bseindia.com/stock-share-price/gna-axles-ltd/GNA/540124/,GNA,https://www.nseindia.com/get-quotes/equity?symbol=GNA,GNA,https://www.screener.in/company/GNA/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540124,
L&T Technology Services Limited,https://www.chittorgarh.com/ipo/l_t_technology_ipo/573/,EQ,2016-09-12,2016-09-15,2016-09-23,2,860,16,8944000000,5,0,1,0,0,0,0.28,0.02,0.19,1.1,0.03,0.77,5.01,1.03,1.74,https://www.sebi.gov.in/sebi_data/attachdocs/1473238222950.pdf,L&T Technology Services Limited,http://www.lnttechservices.com,https://www.bseindia.com/stock-share-price/lt-technology-services-ltd/LTTS/540115/,LTTS,https://www.nseindia.com/get-quotes/equity?symbol=LTTS,LTTS,https://www.screener.in/company/LTTS/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540115,
RBL Bank Limited,https://www.chittorgarh.com/ipo/rbl_bank_ipo/564/,EQ,2016-08-19,2016-08-23,2016-08-31,10,225,65,2129700000,8,0,0,0,0,0,0.67,0.2,0.86,4.28,1.08,3.26,85.08,198.06,5.7,https://www.sebi.gov.in/filings/public-issues/aug-2016/rbl-bank-limited_32967.html,RBL Bank Limited,http://www.rblbank.com,https://www.bseindia.com/stock-share-price/rbl-bank-ltd/RBLBANK/540065/,RBLBANK,https://www.nseindia.com/get-quotes/equity?symbol=RBLBANK,RBLBANK,https://www.screener.in/company/RBLBANK/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540065,
S.P. Apparels Limited,https://www.chittorgarh.com/ipo/s_p_apparels_ipo/563/,EQ,2016-08-02,2016-08-04,2016-08-12,10,268,55,2391200000,1,0,2,0,0,0,0,0.07,0.22,1,0.45,0.54,2.21,5.1,1.9,https://www.sebi.gov.in/filings/public-issues/aug-2016/s-p-apparels-limited_32949.html,S P Apparels Limited,http://www.spapparels.com,https://www.bseindia.com/stock-share-price/s-p-apparels-ltd/SPAL/540048/,SPAL,https://www.nseindia.com/get-quotes/equity?symbol=SPAL,SPAL,https://www.screener.in/company/SPAL/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540048,
Dilip Buildcon Limited,https://www.chittorgarh.com/ipo/dilip_buildcon_ipo/562/,EQ,2016-08-01,2016-08-03,2016-08-11,10,219,65,6539800000,2,0,1,0,0,0,0,0.01,0.17,0.49,1.02,0.67,9.76,79.64,2.35,https://www.sebi.gov.in/filings/public-issues/jul-2016/dilip-buildcon-limited_32894.html,Dilip Buildcon Limited,http://www.dilipbuildcon.com,https://www.bseindia.com/stock-share-price/dilip-buildcon-ltd/DBL/540047/,DBL,https://www.nseindia.com/get-quotes/equity?symbol=DBL,DBL,https://www.screener.in/company/DBL/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540047,
Advanced Enzyme Technologies Limited,https://www.chittorgarh.com/ipo/advanced_enzyme_ipo/560/,EQ,2016-07-20,2016-07-22,2016-08-01,10,896,16,4114900000,6,0,0,0,0,0,0.41,0.17,1.49,5.9,0.83,4.89,94.03,393.1,11.67,https://www.sebi.gov.in/filings/public-issues/aug-2016/advanced-enzyme-technologies-limited_32921.html,Advanced Enzyme Technologies Limited,http://www.advancedenzymes.com,https://www.bseindia.com/stock-share-price/advanced-enzyme-technologies-ltd/ADVENZYMES/540025/,ADVENZYMES,https://www.nseindia.com/get-quotes/equity?symbol=ADVENZYMES,ADVENZYMES,https://www.screener.in/company/ADVENZYMES/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540025,
Larsen & Toubro Infotech Limited,https://www.chittorgarh.com/ipo/l_t_infotech_ipo/555/,EQ,2016-07-11,2016-07-13,2016-07-21,1,710,20,2363800000,3,0,0,0,0,0,1.76,0.19,1.38,5.38,0.63,3.81,19.91,10.76,7.39,https://www.sebi.gov.in/filings/public-issues/jul-2016/larsen-and-toubro-infotech-limited_32862.html,Larsen & Toubro Limited,http://www.larsentoubro.com,https://www.bseindia.com/stock-share-price/larsen-toubro-ltd/LT/500510/,LT,https://www.nseindia.com/get-quotes/equity?symbol=LT,LT,https://www.screener.in/company/LT/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500510,
Quess Corp Limited,https://www.chittorgarh.com/ipo/quess_corp_ipo/552/,EQ,2016-06-29,2016-07-01,2016-07-12,10,317,45,4000000000,5,0,0,0,0,0,0,0.05,2.19,2.8,0.32,9.81,59.02,392.21,31.23,https://www.sebi.gov.in/filings/public-issues/jul-2016/quess-corp-limited_32824.html,Quess Corp Limited,http://www.quesscorp.com,https://www.bseindia.com/stock-share-price/quess-corp-ltd/QUESS/539978/,QUESS,https://www.nseindia.com/get-quotes/equity?symbol=QUESS,QUESS,https://www.screener.in/company/QUESS/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539978,
Mahanagar Gas Limited,https://www.chittorgarh.com/ipo/mahanagar_gas_ipo/551/,EQ,2016-06-21,2016-06-23,2016-07-01,10,421,35,388800000,8,0,0,0,0,0,1.82,0.23,1.09,6.44,2.39,3.23,72.84,191.61,6.82,https://www.sebi.gov.in/filings/public-issues/jul-2016/mahanagar-gas-limited_32772.html,Mahanagar Gas Limited,http://www.mahanagargas.com,https://www.bseindia.com/stock-share-price/mahanagar-gas-ltd/MGL/539957/,MGL,https://www.nseindia.com/get-quotes/equity?symbol=MGL,MGL,https://www.screener.in/company/MGL/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539957,
Parag Milk Foods Limited,https://www.chittorgarh.com/ipo/parag_milk_ipo/545/,EQ,2016-05-04,2016-05-11,2016-05-19,10,215,65,7505400000,5,1,0,0,0,0,0.13,0.22,0.5,0.55,2.66,1.72,0.54,2.64,1.77,https://www.sebi.gov.in/filings/public-issues/may-2016/parag-milk-foods-limited_32521.html,Parag Milk Foods Limited,http://www.paragmilkfoods.com,https://www.bseindia.com/stock-share-price/parag-milk-foods-ltd/PARAGMILK/539889/,PARAGMILK,https://www.nseindia.com/get-quotes/equity?symbol=PARAGMILK,PARAGMILK,https://www.screener.in/company/PARAGMILK/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539889,
Ujjivan Financial Services Limited,https://www.chittorgarh.com/ipo/ujjivan_financial_services_ipo/543/,EQ,2016-04-28,2016-05-02,2016-05-10,10,210,70,8825000000,7,0,0,0,0,0,0.01,0.05,0.4,0.61,0.32,1.2,33.84,135.45,4.02,https://www.sebi.gov.in/filings/public-issues/may-2016/ujjivan-financial-services-limited_32482.html,Ujjivan Financial Services Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=UJJIVAN,UJJIVAN,https://www.screener.in/company/UJJIVAN/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thyrocare Technologies Limited,https://www.chittorgarh.com/ipo/thyrocare_technologies_ipo/541/,EQ,2016-04-27,2016-04-29,2016-05-09,10,446,33,4792100000,7,0,0,0,0,0,0.11,0.1,1.02,1.24,0.43,3.58,73.18,225.3,8.73,https://www.sebi.gov.in/filings/public-issues/may-2016/thyrocare-technologies-limited_32481.html,Thyrocare Technologies Limited,http://www.thyrocare.com,https://www.bseindia.com/stock-share-price/thyrocare-technologies-ltd/THYROCARE/539871/,THYROCARE,https://www.nseindia.com/get-quotes/equity?symbol=THYROCARE,THYROCARE,https://www.screener.in/company/THYROCARE/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539871,
Equitas Holdings Limited,https://www.chittorgarh.com/ipo/equitas_holdings_ipo/536/,EQ,2016-04-05,2016-04-07,2016-04-21,10,110,135,1766800000,6,0,0,0,0,0,0,0.01,0.17,0.26,0.04,0.59,14.93,57.29,1.4,https://www.sebi.gov.in/filings/public-issues/apr-2016/equitas-holdings-limited_32274.html,Equitas Holdings Limited,,,,https://www.nseindia.com/get-quotes/equity?symbol=EQUITAS,EQUITAS,https://www.screener.in/company/EQUITAS/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infibeam Incorporation Limited,https://www.chittorgarh.com/ipo/infibeam_ipo/532/,EQ,2016-03-21,2016-03-23,2016-04-04,10,432,34,4500000000,1,0,0,0,0,0,0.22,0.21,0.17,0.47,1.41,0.67,0.86,2.23,1.31,https://www.sebi.gov.in/filings/public-issues/mar-2016/infibeam-incorporation-limited_31886.html,Infibeam Avenues Limited,,https://www.bseindia.com/stock-share-price/infibeam-avenues-ltd/INFIBEAM/539807/,INFIBEAM,https://www.nseindia.com/get-quotes/equity?symbol=INFIBEAM,INFIBEAM,https://www.screener.in/company/INFIBEAM/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539807,
Bharat Wire Ropes Limited,https://www.chittorgarh.com/ipo/bharat_wire_ropes_ipo/530/,EQ,2016-03-18,2016-03-22,2016-04-01,10,45,300,700000000,0,0,1,0,0,0,0.38,0.72,0.27,0.52,1.04,0.8,1.01,2.02,2.08,https://www.sebi.gov.in/filings/public-issues/mar-2016/bharat-wire-ropes-limited_31847.html,Bharat Wire Ropes Limited,http://www.bharatwireropes.com,https://www.bseindia.com/stock-share-price/bharat-wire-ropes-ltd/BHARATWIRE/539799/,BHARATWIRE,https://www.nseindia.com/get-quotes/equity?symbol=BHARATWIRE,BHARATWIRE,https://www.screener.in/company/BHARATWIRE/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539799,
Healthcare Global Enterprises Limited,https://www.chittorgarh.com/ipo/healthcare_global_ipo/529/,EQ,2016-03-16,2016-03-18,2016-03-30,10,218,65,6496400000,2,0,1,0,0,0,0.34,0,0.11,0.75,0.27,0.31,2.36,0.43,0.83,https://www.sebi.gov.in/filings/public-issues/mar-2016/healthcare-global-enterprises-limited_31859.html,Healthcare Global Enterprises Limited,https://www.hcgoncology.com,https://www.bseindia.com/stock-share-price/healthcare-global-enterprises-ltd/HCG/539787/,HCG,https://www.nseindia.com/get-quotes/equity?symbol=HCG,HCG,https://www.screener.in/company/HCG/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539787,
Quick Heal Technologies Limited,https://www.chittorgarh.com/ipo/quick_heal_ipo/521/,EQ,2016-02-08,2016-02-10,2016-02-18,10,321,45,4512500000,2,0,0,0,0,0,0,0.03,0.29,0.27,0.1,1.38,4.34,36.69,3.82,https://www.sebi.gov.in/filings/public-issues/feb-2016/quick-heal-technologies-limited_31602.html,Quick Heal Technologies Limited,http://www.quickheal.com,https://www.bseindia.com/stock-share-price/quick-heal-technologies-ltd/QUICKHEAL/539678/,QUICKHEAL,https://www.nseindia.com/get-quotes/equity?symbol=QUICKHEAL,QUICKHEAL,https://www.screener.in/company/QUICKHEAL/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539678,
TeamLease Services Limited,https://www.chittorgarh.com/ipo/teamlease_services_ipo/520/,EQ,2016-02-02,2016-02-04,2016-02-12,10,850,15,4236800000,1,0,0,0,0,0,0,0,0.98,0.28,0.05,4.06,26.97,185.24,10.61,https://www.sebi.gov.in/filings/public-issues/feb-2016/teamlease-services-limited_31645.html,Team Lease Services Limited,https://www.teamleasegroup.com/,https://www.bseindia.com/stock-share-price/team-lease-services-ltd/TEAMLEASE/539658/,TEAMLEASE,https://www.nseindia.com/get-quotes/equity?symbol=TEAMLEASE,TEAMLEASE,https://www.screener.in/company/TEAMLEASE/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539658,
Precision Camshafts Limited,https://www.chittorgarh.com/ipo/precision_camshafts_ipo/517/,EQ,2016-01-27,2016-01-29,2016-02-08,10,186,80,4101900000,4,0,1,0,0,0,0,0,0.11,0,0.03,0.57,2.62,0.73,2.01,https://www.sebi.gov.in/filings/public-issues/feb-2016/precision-camshafts-limited_31614.html,Precision Camshafts Limited,http://www.pclindia.in,https://www.bseindia.com/stock-share-price/precision-camshafts-ltd/PRECAM/539636/,PRECAM,https://www.nseindia.com/get-quotes/equity?symbol=PRECAM,PRECAM,https://www.screener.in/company/PRECAM/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539636,
Astron Paper & Board Mill Limited,https://www.chittorgarh.com/ipo/astron-paper-ipo/757/,EQ,2017-12-15,2017-12-20,2017-12-29,10,50,280,698300000,1,0,0,0,0,0,1.5,0.45,14.08,5.74,1.15,33.57,103.35,396.99,73.32,https://www.sebi.gov.in/filings/public-issues/dec-2017/astron-paper-and-board-mills-limited_37173.html,Astron Paper & Board Mill Limited,http://www.astronpaper.com,https://www.bseindia.com/stock-share-price/astron-paper-board-mill-ltd/ASTRON/540824/,ASTRON,https://www.nseindia.com/get-quotes/equity?symbol=ASTRON,ASTRON,https://www.screener.in/company/ASTRON/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540824,
Future Supply Chain Solutions Limited,https://www.chittorgarh.com/ipo/future-supply-chain-ipo/771/,EQ,2017-12-06,2017-12-08,2017-12-18,10,664,22,6497000000,5,1,0,0,0,0,0.5,0.18,0.27,0.63,0.66,0.83,12.36,11.15,3.28,https://www.sebi.gov.in/sebi_data/attachdocs/dec-2017/1513588514132.pdf,Future Supply Chain Solutions Limited,http://www.futuresupplychains.com,https://www.bseindia.com/stock-share-price/future-supply-chain-solutions-ltd/FSC/540798/,FSC,https://www.nseindia.com/get-quotes/equity?symbol=FSC,FSC,https://www.screener.in/company/FSC/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540798,
Shalby Limited,https://www.chittorgarh.com/ipo/shalby-hospital-ipo/772/,EQ,2017-12-05,2017-12-07,2017-12-15,10,248,60,5048000000,2,0,0,0,0,0,0.34,0.01,0.2,0.34,0.02,0.71,4.34,0.42,2.98,https://www.sebi.gov.in/filings/public-issues/dec-2017/shalby-limited_36950.html,Shalby Limited,http://www.shalby.org,https://www.bseindia.com/stock-share-price/shalby-ltd/SHALBY/540797/,SHALBY,https://www.nseindia.com/get-quotes/equity?symbol=SHALBY,SHALBY,https://www.screener.in/company/SHALBY/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540797,
HDFC Standard Life Insurance Company Limited,https://www.chittorgarh.com/ipo/hdfc-life-ipo/756/,EQ,2017-11-07,2017-11-09,2017-11-17,10,290,50,6950100000,8,0,0,0,0,0,1.4,0.22,0.14,3.69,0.5,0.36,16.6,2.29,0.91,https://www.sebi.gov.in/filings/public-issues/nov-2017/hdfc-standard-life-insurance-company-limited_36603.html,HDFC Life Insurance Company Limited,http://www.hdfclife.com,https://www.bseindia.com/stock-share-price/hdfc-life-insurance-company-ltd/HDFCLIFE/540777/,HDFCLIFE,https://www.nseindia.com/get-quotes/equity?symbol=HDFCLIFE,HDFCLIFE,https://www.screener.in/company/HDFCLIFE/consolidated/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540777,
